CondA_SRR3105699	CondA_SRR3105698	CondA_SRR3105697	CondB_SRR3099587	CondB_SRR3099586	CondB_SRR3099585
ostta08g02840	28	77	42	54	38	34
ostta08g02850	327	647	329	415	395	470
ostta08g02860	68	115	74	146	133	43
ostta08g02870	135	255	102	105	59	19
ostta08g02880	62	140	87	106	76	91
ostta08g02890	493	831	535	1011	697	765
ostta08g02900	1626	4756	1561	2370	1948	381
ostta08g02910	42	61	36	46	40	37
ostta08g02920	204	313	219	243	224	178
ostta08g02930	124	218	104	43	36	6
ostta08g02940	342	560	313	125	116	298
ostta08g02950	283	514	321	259	228	195
ostta08g02960	550	925	785	1054	760	1079
ostta08g02970	112	290	174	179	233	210
ostta08g02980	73	164	73	96	81	31
ostta08g02990	184	411	172	235	187	100
ostta08g03000	328	779	222	397	270	221
ostta08g03010	186	621	178	139	212	202
ostta08g03020	14	30	26	11	20	22
ostta08g03030	175	439	171	153	148	88
ostta08g03040	92	307	132	154	115	100
ostta08g03050	9	24	17	11	17	9
ostta08g03060	150	360	194	162	137	95
ostta08g03070	1016	2521	1043	998	735	143
ostta08g03080	93	246	114	146	112	89
ostta08g03090	30	70	35	34	28	7
ostta08g03100	542	1504	560	649	754	383
ostta08g03110	11	42	21	10	19	3
ostta08g03120	69	121	73	91	51	93
ostta08g03130	65	109	86	77	43	4
ostta08g03140	139	279	160	220	169	92
ostta08g03150	134	262	136	187	127	119
ostta08g03160	122	350	124	166	153	129
ostta08g03170	393	1136	384	604	464	355
ostta08g03180	408	866	458	340	289	518
ostta08g03190	60	138	53	99	108	120
ostta08g03200	347	1062	482	583	563	414
ostta08g03210	112	253	124	234	218	82
ostta08g03220	33	33	44	57	46	40
ostta08g03230	407	1006	445	513	441	151
ostta08g03240	593	964	667	670	480	346
ostta08g03250	19	34	28	21	15	45
ostta08g03260	206	521	144	346	330	93
ostta08g03270	142	315	149	190	153	156
ostta08g03280	48	143	89	36	13	71
ostta08g03290	129	245	177	142	78	308
ostta08g03300	0	3	0	1	1	0
ostta08g03310	380	1066	371	522	430	482
ostta08g03320	618	1532	660	658	509	476
ostta08g03330	89	162	127	58	74	69
ostta08g03340	137	233	198	183	236	271
ostta08g03350	52	83	64	79	58	58
ostta08g03360	125	230	103	173	172	144
ostta08g03370	99	152	92	116	107	13
ostta08g03380	282	722	319	525	293	11
ostta08g03390	64	95	75	75	79	48
ostta08g03395	53	95	53	82	73	25
ostta08g03400	870	2048	770	1882	2195	2823
ostta08g03410	88	174	140	208	155	81
ostta08g03420	121	275	95	218	213	58
ostta08g03430	84	208	101	178	142	200
ostta08g03440	77	146	73	103	96	13
ostta08g03460	276	523	189	337	160	33
ostta08g03470	956	2872	800	1778	1793	2250
ostta08g03480	148	305	167	268	187	225
ostta08g03490	92	274	114	85	183	321
ostta08g03500	829	1657	1031	807	637	640
ostta08g03510	263	614	222	393	252	238
ostta08g03515	6	14	11	9	8	11
ostta08g03520	301	591	398	495	457	368
ostta08g03530	163	331	128	202	199	182
ostta08g03540	104	195	79	98	68	14
ostta08g03550	59	95	87	75	97	48
ostta08g03560	44	99	87	27	15	22
ostta08g03570	44	87	62	124	66	33
ostta08g03580	77	180	74	27	8	3
ostta08g03590	66	161	66	79	78	9
ostta08g03610	189	459	190	165	124	108
ostta08g03615	4	11	3	1	0	1
ostta08g03620	119	207	166	201	146	93
ostta08g03630	2	2	0	2	1	0
ostta08g03640	85	158	149	134	174	92
ostta08g03650	405	941	307	672	709	778
ostta08g03660	182	369	178	225	185	239
ostta08g03670	55	97	51	41	23	10
ostta08g03680	198	413	181	347	253	146
ostta08g03690	10	26	9	30	27	15
ostta08g03700	291	652	319	363	401	324
ostta08g03710	2	15	1	6	3	1
ostta08g03720	99	170	90	100	72	11
ostta08g03730	187	507	184	335	394	88
ostta08g03740	349	805	352	735	417	476
ostta08g03750	78	162	69	105	120	75
ostta08g03760	139	245	193	187	231	190
ostta08g03770	231	680	249	249	199	199
ostta08g03780	0	1	0	0	0	2
ostta08g03790	92	222	80	84	67	595
ostta08g03800	50	89	32	90	79	204
ostta08g03810	0	0	1	0	0	0
ostta08g03820	2	0	0	2	2	1
ostta08g03830	36	57	47	59	47	23
ostta08g03840	44	72	40	81	69	31
ostta08g03850	296	752	277	416	459	303
ostta08g03860	384	818	264	409	357	294
ostta08g03870	52	90	63	68	55	56
ostta08g03880	655	1634	545	984	1089	978
ostta08g03890	164	214	278	252	159	71
ostta08g03900	50	120	112	193	60	67
ostta08g03910	72	144	84	116	65	88
ostta08g03920	0	0	0	0	0	0
ostta08g03930	370	777	660	364	291	111
ostta08g03940	21	78	48	66	79	41
ostta08g03950	112	187	111	243	203	6
ostta08g03960	0	0	0	0	0	0
ostta08g03970	25	62	55	47	38	18
ostta08g03980	154	189	118	183	105	83
ostta08g03990	711	1537	767	410	392	142
ostta08g04000	192	372	232	388	210	110
ostta08g04010	2633	5810	2660	5371	4585	5052
ostta08g04020	840	1340	1047	733	782	1040
ostta08g04030	383	614	489	576	426	366
ostta08g04040	873	2173	875	939	833	631
ostta08g04060	41	69	25	44	35	19
ostta08g04070	101	241	127	181	154	55
ostta08g04080	106	219	106	203	132	90
ostta08g04090	761	1851	980	1265	1089	771
ostta08g04100	168	436	152	248	277	281
ostta08g04110	131	205	69	179	174	192
ostta08g04120	4	10	9	11	10	10
ostta08g04130	148	242	154	184	150	97
ostta08g04140	189	453	202	371	401	444
ostta08g04150	518	952	473	620	475	290
ostta08g04160	129	312	188	192	294	21
ostta08g04170	106	250	160	239	183	12
ostta08g04180	171	435	191	232	189	1278
ostta08g04190	1	8	3	3	2	2
ostta08g04200	144	247	148	271	173	83
ostta08g04210	145	375	207	200	120	16
ostta08g04220	55	152	49	102	76	21
ostta08g04230	56	126	92	133	95	84
ostta08g04240	85	127	87	91	83	432
ostta08g04250	47	157	55	74	76	30
ostta08g04260	233	575	180	183	212	28
ostta08g04270	192	344	265	432	347	263
ostta08g04280	0	2	0	0	0	0
ostta08g04290	5	3	4	4	1	3
ostta08g04300	49	111	46	55	50	45
ostta08g04310	259	671	310	433	351	171
ostta09g00010	219	439	291	467	362	254
ostta09g00020	747	1742	817	1105	1275	618
ostta09g00030	232	556	277	395	320	71
ostta09g00040	220	376	260	268	231	144
ostta09g00050	2641	5643	2927	4020	3405	3329
ostta09g00060	486	939	489	593	569	607
ostta09g00070	112	200	188	203	155	88
ostta09g00080	43	57	58	38	42	21
ostta09g00090	33	73	29	59	52	38
ostta09g00100	141	307	163	342	259	80
ostta09g00110	153	260	189	163	210	300
ostta09g00120	187	452	333	257	204	1196
ostta09g00130	143	299	157	123	122	79
ostta09g00140	49	81	47	41	42	118
ostta09g00150	786	1566	1110	1309	1176	764
ostta09g00160	505	1233	583	792	630	676
ostta09g00170	1719	4249	1730	2231	2106	2286
ostta09g00180	110	185	129	159	134	77
ostta09g00200	94	192	107	167	165	132
ostta09g00210	884	1763	823	1513	1735	1475
ostta09g00220	445	1123	409	1043	1106	965
ostta09g00230	98	203	96	135	104	111
ostta09g00240	0	0	0	0	0	0
ostta09g00250	25	42	30	59	35	13
ostta09g00260	188	435	196	386	274	251
ostta09g00270	197	344	168	274	193	7
ostta09g00280	196	406	144	280	221	121
ostta09g00290	60	130	79	60	37	3
ostta09g00300	82	113	127	179	111	84
ostta09g00310	85	120	74	139	114	8
ostta09g00320	107	224	153	314	290	15
ostta09g00330	246	618	314	457	379	143
ostta09g00340	57	86	90	53	48	399
ostta09g00350	405	1039	342	605	595	414
ostta09g00360	108	175	133	104	121	89
ostta09g00370	925	2263	961	1347	1106	1507
ostta09g00380	193	464	205	159	285	352
ostta09g00390	2150	5486	2022	2756	3360	4261
ostta09g00400	237	592	236	289	299	252
ostta09g00410	31	53	29	27	28	16
ostta09g00420	37	72	44	53	36	27
ostta09g00430	551	1292	567	752	774	387
ostta09g00440	3	0	2	1	2	0
ostta09g00450	339	933	482	871	786	141
ostta09g00460	0	0	0	0	0	0
ostta09g00470	80	132	73	84	62	77
ostta09g00480	76	172	90	99	120	81
ostta09g00490	177	334	218	117	82	188
ostta09g00500	123	220	133	122	151	640
ostta09g00510	55	117	55	58	54	71
ostta09g00520	61	137	49	67	72	85
ostta09g00550	73	111	77	110	110	55
ostta09g00560	338	791	269	546	438	14
ostta09g00570	149	351	164	192	214	161
ostta09g00580	768	1408	934	1228	1097	890
ostta09g00590	30	68	56	98	48	25
ostta09g00600	3559	9475	3660	8827	10440	8290
ostta09g00610	201	513	176	321	356	387
ostta09g00620	259	601	266	391	415	11
ostta09g00630	407	789	436	651	648	473
ostta09g00640	1656	3477	1792	1970	1910	3308
ostta09g00650	4	7	7	1	1	1
ostta09g00655	6	32	20	7	17	10
ostta09g00660	371	851	370	431	372	390
ostta09g00670	1022	2015	1587	3892	3587	3911
ostta09g00680	88	199	53	151	130	292
ostta09g00690	32	60	30	12	19	42
ostta09g00700	237	440	284	381	253	315
ostta09g00710	715	1525	761	1251	1003	909
ostta09g00720	45	66	66	82	74	91
ostta09g00730	1	11	3	7	5	0
ostta09g00740	216	583	212	247	287	212
ostta09g00750	330	609	308	501	370	405
ostta09g00760	176	296	187	242	146	18
ostta09g00770	313	591	306	366	296	279
ostta09g00780	51	60	53	85	60	32
ostta09g00785	222	429	191	70	67	10
ostta09g00792	427	1099	549	640	552	169
ostta09g00800	665	1382	765	1037	895	736
ostta09g00810	1559	3337	1709	2773	2276	1530
ostta09g00820	73	175	102	98	105	17
ostta09g00830	8	4	10	0	5	1
ostta09g00840	147	345	219	258	247	124
ostta09g00850	26	43	68	51	35	21
ostta09g00860	68	132	89	112	101	98
ostta09g00870	123	280	166	208	219	153
ostta09g00880	51	90	82	79	75	54
ostta09g00890	23	33	30	30	44	35
ostta09g00910	42	79	59	66	47	17
ostta09g00920	155	271	225	310	355	280
ostta09g00930	179	475	158	206	208	153
ostta09g00940	84	177	123	128	122	66
ostta09g00950	82	179	129	93	66	72
ostta09g00960	292	813	259	219	188	1715
ostta09g00970	272	505	231	236	210	380
ostta09g00975	267	644	381	599	658	631
ostta09g00980	177	413	146	270	213	273
ostta09g00990	255	599	282	447	382	429
ostta09g01000	150	366	109	209	120	115
ostta09g01010	2761	5721	2608	5669	3978	11978
ostta09g01020	25	40	20	41	26	19
ostta09g01040	14	23	23	35	29	9
ostta09g01060	3	4	7	1	0	0
ostta09g01070	777	1613	715	944	816	617
ostta09g01080	1011	2275	889	664	708	3647
ostta09g01090	112	270	102	241	206	175
ostta09g01100	215	558	256	335	272	288
ostta09g01110	134	258	90	194	154	185
ostta09g01120	674	1429	853	935	884	275
ostta09g01130	2777	7059	3234	3675	3312	992
ostta09g01140	1474	3478	1687	1927	1914	959
ostta09g01150	639	1815	524	1185	924	34
ostta09g01160	63	112	75	15	23	45
ostta09g01170	270	644	225	455	386	280
ostta09g01180	49	98	76	59	71	47
ostta09g01190	275	674	243	169	117	12
ostta09g01200	31	79	32	19	43	36
ostta09g01210	173	373	157	125	74	6
ostta09g01220	52	112	68	88	90	8
ostta09g01230	240	541	253	258	175	125
ostta09g01240	566	1515	535	1013	808	492
ostta09g01250	4	17	6	14	14	16
ostta09g01260	72	130	58	120	74	83
ostta09g01270	298	558	266	699	654	998
ostta09g01280	51	89	40	67	36	36
ostta09g01290	17	43	13	7	13	40
ostta09g01300	160	374	151	247	238	58
ostta09g01310	107	311	132	166	142	65
ostta09g01320	26	55	24	65	46	72
ostta09g01330	200	556	206	354	370	360
ostta09g01340	25	57	67	100	69	74
ostta09g01350	0	0	0	0	0	0
ostta09g01360	324	580	392	395	431	497
ostta09g01370	119	218	173	211	189	139
ostta09g01380	43	72	48	44	55	38
ostta09g01410	3	6	2	1	9	0
ostta09g01420	0	1	0	0	0	2
ostta09g01430	25	79	70	68	35	123
ostta09g01440	51	108	52	18	19	420
ostta09g01450	178	462	177	234	213	259
ostta09g01460	152	302	157	163	130	102
ostta09g01470	93	185	58	128	79	113
ostta09g01480	143	280	184	229	164	80
ostta09g01490	133	290	123	209	178	129
ostta09g01495	94	208	91	155	152	99
ostta09g01500	56	135	124	156	103	97
ostta09g01510	1160	2699	1527	3375	3582	3169
ostta09g01520	303	682	298	442	361	571
ostta09g01530	164	322	232	273	306	196
ostta09g01540	72	124	158	183	148	134
ostta09g01550	43	125	63	137	115	24
ostta09g01560	128	275	107	119	146	94
ostta09g01570	184	497	171	259	254	164
ostta09g01580	44	86	52	81	53	43
ostta09g01590	513	984	705	1165	944	172
ostta09g01600	62	181	57	93	112	88
ostta09g01615	1937	3156	2450	1643	1255	927
ostta09g01630	128	206	238	102	184	53
ostta09g01640	382	693	400	433	402	235
ostta09g01650	619	1165	580	669	532	1000
ostta09g01660	205	401	180	285	300	395
ostta09g01670	33	63	71	102	70	53
ostta09g01680	56	120	117	96	97	99
ostta09g01690	119	266	134	194	156	139
ostta09g01700	295	759	284	353	326	317
ostta09g01710	116	214	126	229	157	172
ostta09g01730	12	30	41	8	9	8
ostta09g01740	56	138	53	85	74	126
ostta09g01750	4	18	8	17	16	7
ostta09g01760	11	32	17	11	5	1
ostta09g01770	635	1640	400	695	602	444
ostta09g01780	592	1433	581	661	620	81
ostta09g01790	216	414	184	362	286	246
ostta09g01800	487	950	522	860	965	1479
ostta09g01810	55	75	68	90	69	50
ostta09g01820	38	84	42	55	57	38
ostta09g01830	53	137	70	138	108	46
ostta09g01840	117	279	104	142	145	106
ostta09g01850	109	231	118	245	121	77
ostta09g01860	233	497	199	312	241	160
ostta09g01870	53	129	66	95	84	58
ostta09g01880	192	370	166	195	212	207
ostta09g01890	4451	10157	4018	10123	10758	19387
ostta09g01900	109	247	122	196	169	152
ostta09g01910	54	87	34	56	30	20
ostta09g01920	215	470	201	373	275	159
ostta09g01930	260	582	211	289	245	111
ostta09g01940	576	1582	496	988	864	812
ostta09g01950	258	618	255	463	359	231
ostta09g01960	112	197	148	233	55	24
ostta09g01970	326	630	730	763	768	313
ostta09g01980	285	809	267	532	563	631
ostta09g01990	127	283	146	189	161	65
ostta09g02000	30	72	39	68	66	15
ostta09g02010	819	1428	904	1145	805	994
ostta09g02020	353	917	342	507	486	248
ostta09g02030	557	1296	744	724	642	539
ostta09g02040	112	206	110	202	162	125
ostta09g02050	62	145	72	132	67	95
ostta09g02060	141	278	153	129	91	57
ostta09g02070	121	199	134	202	162	140
ostta09g02080	63	154	52	115	92	159
ostta09g02090	96	198	87	105	52	19
ostta09g02100	129	237	171	211	187	238
ostta09g02110	111	240	126	206	150	117
ostta09g02120	8	23	10	30	20	18
ostta09g02130	3354	8332	2996	4635	4198	4741
ostta09g02140	176	372	167	276	196	170
ostta09g02145	84	168	113	115	92	79
ostta09g02150	1014	2191	1128	1262	1331	620
ostta09g02160	41	97	57	59	71	58
ostta09g02170	389	710	423	487	487	360
ostta09g02180	15	21	23	8	7	1
ostta09g02190	297	631	283	362	214	1297
ostta09g02200	241	512	264	230	253	128
ostta09g02210	2006	5377	1996	3544	3532	3552
ostta09g02220	1730	4255	1857	3666	3229	2432
ostta09g02230	60	150	101	100	99	73
ostta09g02240	49	92	28	75	65	34
ostta09g02250	556	1160	483	665	673	766
ostta09g02260	30	55	23	33	37	11
ostta09g02270	62	112	43	95	83	84
ostta09g02275	68	150	87	100	90	59
ostta09g02280	20	45	14	15	23	2
ostta09g02290	51	113	60	53	75	7
ostta09g02300	253	577	243	391	325	315
ostta09g02310	403	857	410	808	564	468
ostta09g02320	526	917	524	692	527	422
ostta09g02330	858	1908	797	1264	1017	977
ostta09g02340	144	443	139	198	206	174
ostta09g02350	179	367	199	163	172	84
ostta09g02360	17	51	22	2	2	16
ostta09g02365	14	20	7	5	13	12
ostta09g02370	97	210	81	159	138	141
ostta09g02380	43	100	62	93	100	59
ostta09g02390	39	45	29	77	45	18
ostta09g02400	74	131	100	87	112	54
ostta09g02410	293	460	573	482	438	285
ostta09g02420	255	648	244	421	377	145
ostta09g02430	8	19	8	17	10	2
ostta09g02440	428	966	535	783	520	353
ostta09g02450	716	1211	730	872	639	620
ostta09g02460	9	22	23	37	50	4
ostta09g02470	33	66	25	42	38	11
ostta09g02480	12	39	18	19	17	1
ostta09g02490	40	100	57	42	23	27
ostta09g02500	173	355	183	197	155	120
ostta09g02510	66	132	96	82	103	79
ostta09g02520	659	1351	954	1007	1055	1131
ostta09g02530	200	373	269	279	175	203
ostta09g02540	97	234	126	114	55	844
ostta09g02550	830	1612	870	882	561	400
ostta09g02560	313	614	424	601	389	405
ostta09g02570	132	261	206	427	356	194
ostta09g02580	223	610	213	396	337	282
ostta09g02590	239	656	313	544	355	232
ostta09g02600	16	26	9	21	13	11
ostta09g02610	2100	4395	1534	1097	829	3026
ostta09g02620	72	124	88	60	34	31
ostta09g02630	66	100	51	63	71	86
ostta09g02640	5	12	3	3	1	12
ostta09g02650	9	21	12	15	6	15
ostta09g02660	41	109	39	60	35	62
ostta09g02670	205	447	233	188	158	292
ostta09g02680	122	221	152	168	124	93
ostta09g02690	54	89	81	88	56	26
ostta09g02700	38	65	23	41	32	59
ostta09g02710	69	150	99	177	108	27
ostta09g02720	77	229	96	123	153	57
ostta09g02730	60	184	69	135	138	4
ostta09g02740	133	315	184	234	191	140
ostta09g02750	44	139	96	96	125	154
ostta09g02760	176	304	132	212	181	181
ostta09g02770	45	108	53	28	30	14
ostta09g02780	108	200	118	239	183	178
ostta09g02790	675	1731	561	1099	1017	949
ostta09g02800	390	839	290	430	407	471
ostta09g02810	81	127	88	103	98	13
ostta09g02820	386	952	348	592	453	430
ostta09g02830	49	74	35	69	34	31
ostta09g02840	433	1198	506	741	732	663
ostta09g02850	2659	6368	3292	2986	3182	4646
ostta09g02860	1547	2868	1662	2530	1491	2118
ostta09g02870	13	30	12	27	13	6
ostta09g02880	45	56	58	48	49	37
ostta09g02890	244	646	417	355	286	275
ostta09g02900	20	35	45	31	45	47
ostta09g02910	126	214	171	211	149	109
ostta09g02920	328	719	344	600	424	344
ostta09g02930	325	838	317	426	319	96
ostta09g02940	8	8	6	7	5	6
ostta09g02950	90	209	112	165	145	61
ostta09g02955	117	228	121	164	101	335
ostta09g02960	991	2129	945	2060	2408	1973
ostta09g02970	141	356	195	235	177	183
ostta09g02980	169	414	189	323	298	245
ostta09g02990	303	746	279	522	371	538
ostta09g03000	35	58	57	52	46	67
ostta09g03010	110	257	164	249	193	244
ostta09g03020	142	230	150	110	61	207
ostta09g03030	673	1438	993	1592	2328	3230
ostta09g03040	229	594	195	381	391	354
ostta09g03050	613	1813	627	829	673	725
ostta09g03060	143	342	149	175	155	578
ostta09g03070	132	217	148	162	164	80
ostta09g03080	60	128	42	88	80	84
ostta09g03090	336	718	362	457	427	369
ostta09g03100	816	1215	821	1615	1214	1086
ostta09g03110	73	119	120	82	106	63
ostta09g03120	184	324	169	342	275	177
ostta09g03130	106	168	61	123	96	11
ostta09g03140	236	588	224	288	213	176
ostta09g03150	889	1970	1100	1215	664	415
ostta09g03160	146	373	140	424	234	144
ostta09g03170	35	93	49	27	15	417
ostta09g03180	795	1510	1104	1078	633	349
ostta09g03190	993	2032	700	1410	1161	1248
ostta09g03200	1	13	7	5	4	7
ostta09g03210	243	617	311	367	386	295
ostta09g03220	125	236	125	93	125	171
ostta09g03225	105	186	150	159	156	91
ostta09g03230	144	258	141	208	149	94
ostta09g03235	23	58	55	41	44	38
ostta09g03240	0	0	0	1	6	0
ostta09g03250	0	3	1	0	3	0
ostta09g03260	88	175	149	135	170	106
ostta09g03270	242	420	276	395	230	170
ostta09g03280	53	127	69	45	30	10
ostta09g03290	8	27	8	5	9	24
ostta09g03300	14	23	20	13	11	11
ostta09g03310	8	11	7	14	7	9
ostta09g03320	44	116	67	48	39	21
ostta09g03330	9	3	5	5	4	1
ostta09g03340	68	228	85	120	140	25
ostta09g03350	173	430	177	396	325	28
ostta09g03360	194	331	133	233	115	116
ostta09g03370	9	16	10	21	11	4
ostta09g03380	35	68	40	46	39	69
ostta09g03390	32	80	46	43	48	35
ostta09g03400	1	1	3	1	4	0
ostta09g03410	13	57	25	32	20	8
ostta09g03420	101	214	118	199	136	95
ostta09g03430	123	214	111	124	86	68
ostta09g03440	589	1211	678	744	646	620
ostta09g03450	148	343	162	222	171	198
ostta09g03460	774	1418	872	1149	1126	1929
ostta09g03465	954	1888	995	1527	1132	338
ostta09g03470	861	2399	753	416	477	523
ostta09g03480	35	83	42	62	40	77
ostta09g03490	207	417	184	398	303	458
ostta09g03500	99	260	65	119	96	304
ostta09g03510	202	504	175	214	278	386
ostta09g03520	49	113	72	78	47	39
ostta09g03530	216	455	219	52	75	63
ostta09g03540	1283	3588	1225	2382	2399	3243
ostta09g03550	110	189	181	105	96	110
ostta09g03555	73	126	88	70	62	41
ostta09g03560	729	1926	780	1008	715	527
ostta09g03570	1693	4119	1581	3414	3028	1443
ostta09g03575	25	73	41	39	51	5
ostta09g03580	248	619	267	376	293	111
ostta09g03590	116	210	142	247	220	168
ostta09g03600	338	955	299	380	320	551
ostta09g03610	357	961	422	618	474	510
ostta09g03620	112	245	87	135	127	140
ostta09g03630	98	211	97	134	121	102
ostta09g03640	3	5	0	2	1	2
ostta09g03650	60	138	57	99	104	93
ostta09g03660	129	249	88	118	103	26
ostta09g03670	229	717	242	246	432	410
ostta09g03680	115	256	143	193	142	133
ostta09g03690	147	204	156	301	243	160
ostta09g03700	452	1129	308	805	616	595
ostta09g03705	374	687	328	502	385	296
ostta09g03710	65	171	71	90	110	58
ostta09g03720	68	141	115	99	74	38
ostta09g03730	116	171	186	239	229	149
ostta09g03740	16	23	21	36	26	13
ostta09g03750	26	61	25	32	30	1
ostta09g03760	152	360	129	224	262	290
ostta09g03765	53	134	58	107	68	39
ostta09g03770	375	921	299	416	392	378
ostta09g03780	1479	3346	1591	3145	2480	3001
ostta09g03790	10	18	4	22	18	12
ostta09g03800	363	1105	432	784	852	793
ostta09g03810	211	312	281	380	283	151
ostta09g03820	246	415	183	223	196	47
ostta09g03830	271	780	312	463	390	101
ostta09g03840	152	326	204	198	212	124
ostta09g03850	627	1727	556	686	768	924
ostta09g03860	18	35	24	52	53	35
ostta09g03870	266	708	243	479	630	484
ostta09g03880	520	1549	550	236	269	116
ostta09g03890	594	2116	525	616	613	670
ostta09g03900	4699	11571	5516	5086	4846	5036
ostta09g03910	60	102	73	68	73	67
ostta09g03920	25	38	20	36	26	50
ostta09g03930	119	268	156	303	318	259
ostta09g03940	214	411	298	333	264	153
ostta09g03950	43	107	78	98	94	84
ostta09g03960	71	168	72	72	102	35
ostta09g03970	142	374	239	227	172	66
ostta09g03980	538	1408	525	1223	1321	1576
ostta09g03990	77	182	97	165	139	180
ostta09g04000	519	1289	514	652	622	316
ostta09g04010	995	1827	1264	1188	723	464
ostta09g04020	51	160	62	101	149	104
ostta09g04030	39	69	50	34	51	101
ostta09g04040	157	261	230	143	154	259
ostta09g04050	226	429	205	287	241	212
ostta09g04060	22	25	29	28	21	22
ostta09g04070	47	88	74	74	65	37
ostta09g04080	95	198	133	152	133	65
ostta09g04090	100	173	126	111	96	64
ostta09g04100	182	310	154	177	139	114
ostta09g04110	33	50	26	30	25	44
ostta09g04120	93	176	95	179	182	138
ostta09g04130	1485	4681	1448	2720	2902	4605
ostta09g04140	559	744	694	913	615	540
ostta09g04150	279	687	353	371	408	753
ostta09g04160	25	51	36	26	18	67
ostta09g04170	54	120	60	81	54	94
ostta09g04180	241	535	378	344	414	360
ostta09g04185	45	133	87	108	86	39
ostta09g04190	590	1517	406	1112	1155	1655
ostta09g04200	19	33	19	30	36	22
